seed,ladder_step,lam,warm_start,source_lam,K_re,K_im,abs_K,std_err,final_loss,ess_n,K_mehler_re,K_mehler_im,epochs_used,N,T,m,omega,eps,rank,x_i,x_f,time_s,weight_file,xf_from_filename,source_csv
45,0,0,N,,9.0743958542466613e-02,3.6428500932432795e-01,3.7541714669202658e-01,3.342578e-07,6.513065e-08,1.000000,4.3327088787003692e-01,3.7620382176604128e-02,15000,16,1,1.0,1,0.01,16,0,9,277.8,warm_start_weights_vary_end_points/seed45_step00_lam0.0000_xi0_xf9.0.pt,9.0,warm_start_scan_xi0_xf9.0.csv
45,1,0.1,Y,0,1.1506238760347763e+05,-4.5621823660894664e+05,4.7050444467145018e+05,2.661218e+01,5.535544e-04,0.999697,4.3327088787003692e-01,3.7620382176604128e-02,9000,16,1,1.0,1,0.01,16,0,9,166.5,warm_start_weights_vary_end_points/seed45_step01_lam0.1000_xi0_xf9.0.pt,9.0,warm_start_scan_xi0_xf9.0.csv
42,0,0,N,,8.0849494340398742e+04,-5.4010131437169555e+04,9.7230319514843199e+04,1.030664e+00,1.976084e-05,0.999991,8.4413320387401458e-03,4.3481915705752389e-01,15000,16,1,1.0,1,0.01,16,0,9.25,277.8,warm_start_weights_vary_end_points/seed42_step00_lam0.0000_xi0_xf9.25.pt,9.25,warm_start_scan_xi0_xf9.25.csv
42,1,0.1,Y,0,3.3027100527076050e+03,-1.9803650580448604e+04,2.0077162897300957e+04,2.507974e+00,8.911894e-04,0.999478,8.4413320387401458e-03,4.3481915705752389e-01,9000,16,1,1.0,1,0.01,16,0,9.25,166.5,warm_start_weights_vary_end_points/seed42_step01_lam0.1000_xi0_xf9.25.pt,9.25,warm_start_scan_xi0_xf9.25.csv
45,0,0,N,,3.5991355739182662e-01,-1.1231775998400152e-01,3.7703189255322084e-01,5.921016e-07,2.426844e-07,1.000000,8.4413320387401458e-03,4.3481915705752389e-01,15000,16,1,1.0,1,0.01,16,0,9.25,278.4,warm_start_weights_vary_end_points/seed45_step00_lam0.0000_xi0_xf9.25.pt,9.25,warm_start_scan_xi0_xf9.25.csv
45,1,0.1,Y,0,9.0019968670378617e+01,-2.2843464038201546e+02,2.4553203393015070e+02,1.641855e-02,6.188189e-04,0.999294,8.4413320387401458e-03,4.3481915705752389e-01,9000,16,1,1.0,1,0.01,16,0,9.25,166.3,warm_start_weights_vary_end_points/seed45_step01_lam0.1000_xi0_xf9.25.pt,9.25,warm_start_scan_xi0_xf9.25.csv
42,0,0,N,,8.3700688618524218e+03,2.4291914542428774e+04,2.5693484872411023e+04,2.534070e-01,5.620372e-06,0.999995,-4.3331975438257353e-01,3.7053284505290690e-02,15000,16,1,1.0,1,0.01,16,0,9.5,277.7,warm_start_weights_vary_end_points/seed42_step00_lam0.0000_xi0_xf9.5.pt,9.5,warm_start_scan_xi0_xf9.5.csv
42,1,0.1,Y,0,2.5560639766885364e+04,-9.9165636835828249e+04,1.0240688372540128e+05,2.378922e+01,4.071179e-03,0.995361,-4.3331975438257353e-01,3.7053284505290690e-02,9000,16,1,1.0,1,0.01,16,0,9.5,168.2,warm_start_weights_vary_end_points/seed42_step01_lam0.1000_xi0_xf9.5.pt,9.5,warm_start_scan_xi0_xf9.5.csv
45,0,0,N,,-3.5659099145725263e+03,-1.5117019138655485e+02,3.5691127672869193e+03,3.743967e-02,6.097126e-06,0.999961,-4.3331975438257353e-01,3.7053284505290690e-02,15000,16,1,1.0,1,0.01,16,0,9.5,277.9,warm_start_weights_vary_end_points/seed45_step00_lam0.0000_xi0_xf9.5.pt,9.5,warm_start_scan_xi0_xf9.5.csv
45,1,0.1,Y,0,-1.6363548647262964e+06,9.8789693838850094e+05,1.9114386216122110e+06,6.976494e+01,1.525778e-04,0.999864,-4.3331975438257353e-01,3.7053284505290690e-02,9000,16,1,1.0,1,0.01,16,0,9.5,166.6,warm_start_weights_vary_end_points/seed45_step01_lam0.1000_xi0_xf9.5.pt,9.5,warm_start_scan_xi0_xf9.5.csv
42,0,0,N,,-1.4622882639953969e-05,1.3139869780980262e-05,1.9659218564403456e-05,1.010100e-09,9.668495e-05,0.999864,-4.8202492850108691e-02,-4.3222155790038874e-01,15000,16,1,1.0,1,0.01,16,0,9.75,278.2,warm_start_weights_vary_end_points/seed42_step00_lam0.0000_xi0_xf9.75.pt,9.75,warm_start_scan_xi0_xf9.75.csv
42,1,0.1,Y,0,-7.5933406927129098e-05,1.0762162293376519e-04,1.3171293030852556e-04,8.855619e-09,3.149916e-04,0.999625,-4.8202492850108691e-02,-4.3222155790038874e-01,9000,16,1,1.0,1,0.01,16,0,9.75,166.9,warm_start_weights_vary_end_points/seed42_step01_lam0.1000_xi0_xf9.75.pt,9.75,warm_start_scan_xi0_xf9.75.csv
45,0,0,N,,3.8257287006343607e-02,9.6789812190200570e-03,3.9462674599219580e-02,8.937226e-07,4.840228e-05,0.999943,-4.8202492850108691e-02,-4.3222155790038874e-01,15000,16,1,1.0,1,0.01,16,0,9.75,276.2,warm_start_weights_vary_end_points/seed45_step00_lam0.0000_xi0_xf9.75.pt,9.75,warm_start_scan_xi0_xf9.75.csv
45,1,0.1,Y,0,5.7544273390945015e-04,-7.1189846247664322e-04,9.1538721909680974e-04,2.849793e-08,9.094599e-05,0.999920,-4.8202492850108691e-02,-4.3222155790038874e-01,9000,16,1,1.0,1,0.01,16,0,9.75,169.1,warm_start_weights_vary_end_points/seed45_step01_lam0.1000_xi0_xf9.75.pt,9.75,warm_start_scan_xi0_xf9.75.csv
