lam,seed,ladder_step,lam,warm_start,source_lam,K_re,K_im,abs_K,std_err,final_loss,ess_n,K_mehler_re,K_mehler_im,epochs_used,N,T,m,omega,eps,rank,x_i,x_f,time_s,weight_file
3,99,14,3,Y,2,-0.326338914262451,0.277602943796229,0.428439588934458,0.00009030703,0.003807976,0.995676,0.307521507728162,-0.307521507728162,6000,16,1,1,1,0.01,16,0,0,552.5,warm_start_weights/seed99_step14_lam3.0000_xi0_xf0.pt
4,42,15,4,Y,3,-0.329834504861609,0.26762825880185,0.42475367627204,0.0001067859,0.008768404,0.993775,0.307521507728162,-0.307521507728162,6000,16,1,1,1,0.01,16,0,0,556.5,warm_start_weights/seed42_step15_lam4.0000_xi0_xf0.pt
4,45,15,4,Y,3,0.329806674053031,-0.267631712277661,0.424734241222196,0.0001069419,0.006633766,0.993891,0.307521507728162,-0.307521507728162,6000,16,1,1,1,0.01,16,0,0,559.5,warm_start_weights/seed45_step15_lam4.0000_xi0_xf0.pt
4,99,15,4,Y,3,-0.32976926697508,0.267615720473885,0.424695118038856,0.0001092227,0.005956425,0.993563,0.307521507728162,-0.307521507728162,6000,16,1,1,1,0.01,16,0,0,554.6,warm_start_weights/seed99_step15_lam4.0000_xi0_xf0.pt
6,42,16,6,Y,4,-0.333894615717282,0.248964741985989,0.416496167037755,0.0001356719,0.0151676,0.989568,0.307521507728162,-0.307521507728162,6000,16,1,1,1,0.01,16,0,0,558,warm_start_weights/seed42_step16_lam6.0000_xi0_xf0.pt
6,45,16,6,Y,4,0.333883312800747,-0.248951900502555,0.41647942966086,0.0001359419,0.01113124,0.989761,0.307521507728162,-0.307521507728162,6000,16,1,1,1,0.01,16,0,0,553.8,warm_start_weights/seed45_step16_lam6.0000_xi0_xf0.pt
6,99,16,6,Y,4,-0.333842061993036,0.248982415236125,0.416464602880697,0.0001380411,0.0104364,0.989266,0.307521507728162,-0.307521507728162,6000,16,1,1,1,0.01,16,0,0,563.1,warm_start_weights/seed99_step16_lam6.0000_xi0_xf0.pt
8,42,17,8,Y,6,-0.335469364654474,0.23223951405927,0.408013341095806,0.0001562636,0.02101102,0.985601,0.307521507728162,-0.307521507728162,6000,16,1,1,1,0.01,16,0,0,547.3,warm_start_weights/seed42_step17_lam8.0000_xi0_xf0.pt
8,45,17,8,Y,6,0.335454470721614,-0.232183184236378,0.407969034326458,0.0001567976,0.01504773,0.985821,0.307521507728162,-0.307521507728162,6000,16,1,1,1,0.01,16,0,0,561,warm_start_weights/seed45_step17_lam8.0000_xi0_xf0.pt
8,99,17,8,Y,6,-0.335448254733712,0.232268846293147,0.408012681864476,0.0001588647,0.01478173,0.985195,0.307521507728162,-0.307521507728162,6000,16,1,1,1,0.01,16,0,0,553.2,warm_start_weights/seed99_step17_lam8.0000_xi0_xf0.pt
